level,body_interspace,vertebral_number,approach,category,implant,object,side,x,y,length,width,angle,fusion,interbody_fusion,fixation_uiv_liv,left_x,superior_y,right_x,inferior_y,superior_vert_lateral_pars_x,lateral_tp_x,lateral_pars_x,superior_vert_inferior_pedicle_y,superior_lamina_y,inferior_lamina_y,inferior_pedicle_y,body_center_y,superior_tp_y,inferior_tp_y,inferior_facet_lateral_border_x,inferior_facet_superior_border_y,inferior_facet_inferior_border_y,inferior_facet_medial_border_x,inferior_endplate_y,superior_endplate_y,superior_endplate_inferior_body_y,inferior_endplate_superior_body_y,direction
T7,body,14,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.577,,0.006,,yes,no,no,0.506,0.571,0.512,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.544,,0.006,,yes,no,no,0.488,0.538,0.494,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T8,body,15,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.544,,0.006,,yes,no,no,0.506,0.538,0.512,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.508,,0.006,,yes,no,no,0.488,0.506,0.494,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T9,body,16,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.508,,0.006,,yes,no,no,0.506,0.506,0.512,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.476,,0.006,,yes,no,no,0.488,0.473,0.494,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T10,body,17,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.476,,0.006,,yes,no,no,0.506,0.473,0.512,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.438,,0.006,,yes,no,no,0.488,0.435,0.494,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T11,body,18,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.438,,0.006,,yes,no,no,0.506,0.435,0.512,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,decompression,no,lateral_extracavitary_approach,left,0.475,0.4,,0.006,,yes,no,no,0.488,0.393,0.494,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
T12,body,19,posterior,decompression,no,lateral_extracavitary_approach,right,0.525,0.4,,0.006,,yes,no,no,0.506,0.393,0.512,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,decompression,no,lateral_extracavitary_approach,left,0.4725,0.367,,0.006,,yes,no,no,0.488,0.359,0.494,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L1,body,20,posterior,decompression,no,lateral_extracavitary_approach,right,0.5275,0.367,,0.006,,yes,no,no,0.506,0.359,0.512,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,decompression,no,lateral_extracavitary_approach,left,0.47,0.33,,0.006,,yes,no,no,0.488,0.325,0.494,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L2,body,21,posterior,decompression,no,lateral_extracavitary_approach,right,0.53,0.33,,0.006,,yes,no,no,0.506,0.325,0.512,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,decompression,no,lateral_extracavitary_approach,left,0.4675,0.291,,0.006,,yes,no,no,0.488,0.284,0.494,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L3,body,22,posterior,decompression,no,lateral_extracavitary_approach,right,0.5325,0.291,,0.006,,yes,no,no,0.506,0.284,0.512,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,decompression,no,lateral_extracavitary_approach,left,0.465,0.252,,0.009,,yes,no,no,0.485,0.248,0.494,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L4,body,23,posterior,decompression,no,lateral_extracavitary_approach,right,0.535,0.252,,0.009,,yes,no,no,0.506,0.248,0.515,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,decompression,no,lateral_extracavitary_approach,left,0.4625,0.224,,0.014,,yes,no,no,0.48,0.208,0.494,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
L5,body,24,posterior,decompression,no,lateral_extracavitary_approach,right,0.5375,0.224,,0.014,,yes,no,no,0.506,0.208,0.52,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
T1,body,8,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.746,,0.008,,no,no,no,0.484,0.742,0.492,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T1,body,8,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.746,,0.008,,no,no,no,0.508,0.742,0.516,0.732,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.72,,0.006,,no,no,no,0.488,0.72,0.494,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T2,body,9,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.72,,0.006,,no,no,no,0.506,0.72,0.512,0.705,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.695,,0.006,,no,no,no,0.488,0.692,0.494,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T3,body,10,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.695,,0.006,,no,no,no,0.506,0.692,0.512,0.677,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.668,,0.006,,no,no,no,0.488,0.667,0.494,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T4,body,11,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.668,,0.006,,no,no,no,0.506,0.667,0.512,0.647,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.64,,0.006,,no,no,no,0.488,0.634,0.494,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T5,body,12,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.64,,0.006,,no,no,no,0.506,0.634,0.512,0.614,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.606,,0.006,,no,no,no,0.488,0.601,0.494,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T6,body,13,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.606,,0.006,,no,no,no,0.506,0.601,0.512,0.581,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.577,,0.006,,no,no,no,0.488,0.571,0.494,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T7,body,14,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.577,,0.006,,no,no,no,0.506,0.571,0.512,0.551,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.544,,0.006,,no,no,no,0.488,0.538,0.494,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T8,body,15,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.544,,0.006,,no,no,no,0.506,0.538,0.512,0.518,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.508,,0.006,,no,no,no,0.488,0.506,0.494,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T9,body,16,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.508,,0.006,,no,no,no,0.506,0.506,0.512,0.486,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.476,,0.006,,no,no,no,0.488,0.473,0.494,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T10,body,17,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.476,,0.006,,no,no,no,0.506,0.473,0.512,0.453,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.438,,0.006,,no,no,no,0.488,0.435,0.494,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T11,body,18,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.438,,0.006,,no,no,no,0.506,0.435,0.512,0.415,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,decompression,no,lateral_extraforaminal_approach,left,0.475,0.4,,0.006,,no,no,no,0.488,0.393,0.494,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
T12,body,19,posterior,decompression,no,lateral_extraforaminal_approach,right,0.525,0.4,,0.006,,no,no,no,0.506,0.393,0.512,0.373,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4725,0.367,,0.006,,no,no,no,0.488,0.359,0.494,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L1,body,20,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5275,0.367,,0.006,,no,no,no,0.506,0.359,0.512,0.339,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,decompression,no,lateral_extraforaminal_approach,left,0.47,0.33,,0.006,,no,no,no,0.488,0.325,0.494,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L2,body,21,posterior,decompression,no,lateral_extraforaminal_approach,right,0.53,0.33,,0.006,,no,no,no,0.506,0.325,0.512,0.305,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4675,0.291,,0.006,,no,no,no,0.488,0.284,0.494,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L3,body,22,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5325,0.291,,0.006,,no,no,no,0.506,0.284,0.512,0.264,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,decompression,no,lateral_extraforaminal_approach,left,0.465,0.252,,0.009,,no,no,no,0.485,0.248,0.494,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L4,body,23,posterior,decompression,no,lateral_extraforaminal_approach,right,0.535,0.252,,0.009,,no,no,no,0.506,0.248,0.515,0.228,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,decompression,no,lateral_extraforaminal_approach,left,0.4625,0.224,,0.014,,no,no,no,0.48,0.208,0.494,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
L5,body,24,posterior,decompression,no,lateral_extraforaminal_approach,right,0.5375,0.224,,0.014,,no,no,no,0.506,0.208,0.52,0.188,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
C1,body,1,posterior,implant,no,crosslink,central,0.5,0.885,,0.047,,no,no,no,,,,,,,,,,,,0.88,,,,,,,,,,,
C2,body,2,posterior,implant,no,crosslink,central,0.5,0.865,,0.047,,no,no,no,,,,,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,implant,no,crosslink,central,0.5,0.847,,0.047,,no,no,no,,,,,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,implant,no,crosslink,central,0.5,0.828,,0.047,,no,no,no,,,,,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,implant,no,crosslink,central,0.5,0.811,,0.047,,no,no,no,,,,,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C6,body,6,posterior,implant,no,crosslink,central,0.5,0.793,,0.047,,no,no,no,,,,,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,0.473,0.792,0.78,0.492,,,,,
C7,body,7,posterior,implant,no,crosslink,central,0.5,0.769,,0.047,,no,no,no,,,,,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,0.475,0.767,0.76,0.492,,,,,
T1,body,8,posterior,implant,no,crosslink,central,0.5,0.747,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,0.478,0.746,0.738,0.493,,,,,
T2,body,9,posterior,implant,no,crosslink,central,0.5,0.723,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,0.478,0.72,0.714,0.494,,,,,
T3,body,10,posterior,implant,no,crosslink,central,0.5,0.701,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,0.478,0.695,0.689,0.494,,,,,
T4,body,11,posterior,implant,no,crosslink,central,0.5,0.672,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,0.478,0.668,0.658,0.493,,,,,
T5,body,12,posterior,implant,no,crosslink,central,0.5,0.643,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,0.478,0.64,0.628,0.492,,,,,
T6,body,13,posterior,implant,no,crosslink,central,0.5,0.613,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,0.477,0.606,0.595,0.492,,,,,
T7,body,14,posterior,implant,no,crosslink,central,0.5,0.583,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,0.476,0.577,0.566,0.491,,,,,
T8,body,15,posterior,implant,no,crosslink,central,0.5,0.551,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,0.473,0.544,0.529,0.492,,,,,
T9,body,16,posterior,implant,no,crosslink,central,0.5,0.52,,0.047,,no,no,no,,,,,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,0.474,0.508,0.498,0.49,,,,,
T10,body,17,posterior,implant,no,crosslink,central,0.5,0.481,,0.047,,no,no,no,,,,,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,0.475,0.476,0.465,0.492,,,,,
T11,body,18,posterior,implant,no,crosslink,central,0.5,0.447,,0.047,,no,no,no,,,,,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,0.475,0.438,0.425,0.491,,,,,
T12,body,19,posterior,implant,no,crosslink,central,0.5,0.411,,0.048,,no,no,no,,,,,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,0.48,0.4,0.385,0.492,,,,,
L1,body,20,posterior,implant,no,crosslink,central,0.5,0.375,,0.048,,no,no,no,,,,,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,0.48,0.367,0.352,0.491,,,,,
L2,body,21,posterior,implant,no,crosslink,central,0.5,0.343,,0.054,,no,no,no,,,,,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,0.475,0.33,0.314,0.489,,,,,
L3,body,22,posterior,implant,no,crosslink,central,0.5,0.301,,0.06,,no,no,no,,,,,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,0.471,0.291,0.278,0.486,,,,,
L4,body,23,posterior,implant,no,crosslink,central,0.5,0.261,,0.063,,no,no,no,,,,,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,0.473,0.252,0.241,0.487,,,,,
L5,body,24,posterior,implant,no,crosslink,central,0.5,0.228,,0.066,,no,no,no,,,,,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,0.466,0.224,0.209,0.48,,,,,
Occiput,body,0,posterior,implant,no,structural_allograft,central,0.5,0.9,,0.012,,yes,no,no,0.494,0.9075,0.506,0.875,,,,,,,,0.88,,,,,,,,,,,
C1,body,1,posterior,implant,no,structural_allograft,central,0.5,0.8785,,0.012,,yes,no,no,0.494,0.8965,0.506,0.868,,,,,,,,0.88,,,,,,,,,,,
C2,body,2,posterior,implant,no,structural_allograft,central,0.5,0.8585,,0.012,,yes,no,no,0.494,0.8805,0.506,0.848,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,,,,,,,,,
C3,body,3,posterior,implant,no,structural_allograft,central,0.5,0.8405,,0.012,,yes,no,no,0.494,0.8605,0.506,0.83,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,,,,,,,,,
C4,body,4,posterior,implant,no,structural_allograft,central,0.5,0.8215,,0.012,,yes,no,no,0.494,0.8425,0.506,0.811,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,,,,,,,,,
C5,body,5,posterior,implant,no,structural_allograft,central,0.5,0.8025,,0.012,,yes,no,no,0.494,0.8235,0.506,0.792,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,,,,,,,,,
C6,body,6,posterior,implant,no,structural_allograft,central,0.5,0.7915,,0.012,,yes,no,no,0.494,0.8045,0.506,0.781,0.475,0.47,0.475,0.811,0.798,0.788,0.793,0.793,0.798,0.793,,,,,,,,,
C7,body,7,posterior,implant,no,structural_allograft,central,0.5,0.77,,0.012,,yes,no,no,0.494,0.7865,0.506,0.755,0.475,0.46,0.48,0.793,0.781,0.766,0.769,0.769,0.781,0.769,,,,,,,,,
T1,body,8,posterior,implant,no,structural_allograft,central,0.5,0.749,,0.012,,yes,no,no,0.494,0.7635,0.506,0.733,0.48,0.46,0.48,0.769,0.756,0.739,0.747,0.747,0.756,0.747,,,,,,,,,
T2,body,9,posterior,implant,no,structural_allograft,central,0.5,0.726,,0.012,,yes,no,no,0.494,0.7395,0.506,0.709,0.48,0.46,0.48,0.747,0.732,0.716,0.723,0.723,0.732,0.723,,,,,,,,,
T3,body,10,posterior,implant,no,structural_allograft,central,0.5,0.7015,,0.012,,yes,no,no,0.494,0.7175,0.506,0.684,0.48,0.46,0.48,0.723,0.71,0.688,0.701,0.701,0.71,0.701,,,,,,,,,
T4,body,11,posterior,implant,no,structural_allograft,central,0.5,0.6735,,0.012,,yes,no,no,0.494,0.6895,0.506,0.653,0.48,0.46,0.48,0.701,0.684,0.66,0.672,0.672,0.684,0.672,,,,,,,,,
T5,body,12,posterior,implant,no,structural_allograft,central,0.5,0.643,,0.012,,yes,no,no,0.494,0.6645,0.506,0.623,0.48,0.46,0.48,0.672,0.657,0.628,0.643,0.643,0.657,0.643,,,,,,,,,
T6,body,13,posterior,implant,no,structural_allograft,central,0.5,0.6115,,0.012,,yes,no,no,0.494,0.6315,0.506,0.59,0.48,0.46,0.48,0.643,0.625,0.596,0.613,0.613,0.625,0.613,,,,,,,,,
T7,body,14,posterior,implant,no,structural_allograft,central,0.5,0.5805,,0.012,,yes,no,no,0.494,0.5985,0.506,0.561,0.48,0.46,0.48,0.613,0.592,0.568,0.583,0.583,0.592,0.583,,,,,,,,,
T8,body,15,posterior,implant,no,structural_allograft,central,0.5,0.5475,,0.012,,yes,no,no,0.494,0.5685,0.506,0.524,0.48,0.46,0.48,0.583,0.564,0.532,0.551,0.551,0.564,0.551,,,,,,,,,
T9,body,16,posterior,implant,no,structural_allograft,central,0.5,0.5135,,0.012,,yes,no,no,0.494,0.5355,0.506,0.493,0.48,0.46,0.48,0.551,0.528,0.501,0.52,0.52,0.528,0.52,,,,,,,,,
T10,body,17,posterior,implant,no,structural_allograft,central,0.5,0.4815,,0.012,,yes,no,no,0.494,0.5035,0.506,0.46,0.48,0.467,0.482,0.52,0.494,0.467,0.481,0.481,0.494,0.481,,,,,,,,,
T11,body,18,posterior,implant,no,structural_allograft,central,0.5,0.445,,0.012,,yes,no,no,0.494,0.4705,0.506,0.42,0.482,0.47,0.484,0.481,0.46,0.428,0.447,0.447,0.46,0.447,,,,,,,,,
T12,body,19,posterior,implant,no,structural_allograft,central,0.5,0.405,,0.012,,yes,no,no,0.494,0.4325,0.506,0.38,0.484,0.47,0.484,0.447,0.427,0.393,0.411,0.411,0.427,0.411,,,,,,,,,
L1,body,20,posterior,implant,no,structural_allograft,central,0.5,0.3685,,0.012,,yes,no,no,0.494,0.3905,0.506,0.347,0.484,0.46,0.484,0.411,0.389,0.355,0.375,0.375,0.389,0.375,,,,,,,,,
L2,body,21,posterior,implant,no,structural_allograft,central,0.5,0.333,,0.012,,yes,no,no,0.494,0.3565,0.506,0.309,0.484,0.45,0.482,0.375,0.353,0.32,0.343,0.343,0.353,0.343,,,,,,,,,
L3,body,22,posterior,implant,no,structural_allograft,central,0.5,0.296,,0.016,,yes,no,no,0.492,0.3225,0.508,0.273,0.482,0.445,0.48,0.343,0.318,0.284,0.301,0.301,0.318,0.301,,,,,,,,,
L4,body,23,posterior,implant,no,structural_allograft,central,0.5,0.2595,,0.02,,yes,no,no,0.49,0.2815,0.51,0.236,0.48,0.44,0.478,0.301,0.276,0.248,0.261,0.261,0.276,0.261,,,,,,,,,
L5,body,24,posterior,implant,no,structural_allograft,central,0.5,0.225,,0.024,,yes,no,no,0.488,0.2455,0.512,0.204,0.478,0.44,0.475,0.261,0.238,0.213,0.228,0.228,0.238,0.228,,,,,,,,,
S1,body,25,posterior,implant,no,structural_allograft,central,0.5,0.2,,0.024,,yes,no,no,0.488,0.2165,0.512,0.192,0.475,0.44,0.46,0.228,0.197,0.17,0.19,0.2,0.197,0.19,,,,,,,,,
C2,body,2,posterior,tumor,no,corpectomy_extracavitary_tumor,left,0.475,0.866,,0.008,,yes,no,no,0.484,0.863,0.492,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C2,body,2,posterior,tumor,no,corpectomy_extracavitary_tumor,right,0.525,0.866,,0.008,,yes,no,no,0.508,0.863,0.516,0.853,0.475,0.465,0.475,0.888,0.874,0.862,0.865,0.865,0.874,0.865,0.473,0.863,0.853,0.492,,,,,
C3,body,3,posterior,tumor,no,corpectomy_extracavitary_tumor,left,0.475,0.848,,0.008,,yes,no,no,0.484,0.845,0.492,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C3,body,3,posterior,tumor,no,corpectomy_extracavitary_tumor,right,0.525,0.848,,0.008,,yes,no,no,0.508,0.845,0.516,0.835,0.475,0.47,0.475,0.865,0.853,0.842,0.847,0.847,0.853,0.847,0.473,0.844,0.834,0.492,,,,,
C4,body,4,posterior,tumor,no,corpectomy_extracavitary_tumor,left,0.475,0.831,,0.008,,yes,no,no,0.484,0.826,0.492,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C4,body,4,posterior,tumor,no,corpectomy_extracavitary_tumor,right,0.525,0.831,,0.008,,yes,no,no,0.508,0.826,0.516,0.816,0.475,0.47,0.475,0.847,0.834,0.824,0.828,0.828,0.834,0.828,0.473,0.826,0.816,0.492,,,,,
C5,body,5,posterior,tumor,no,corpectomy_extracavitary_tumor,left,0.475,0.813,,0.008,,yes,no,no,0.484,0.807,0.492,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
C5,body,5,posterior,tumor,no,corpectomy_extracavitary_tumor,right,0.525,0.813,,0.008,,yes,no,no,0.508,0.807,0.516,0.797,0.475,0.47,0.475,0.828,0.816,0.805,0.811,0.811,0.816,0.811,0.473,0.807,0.797,0.492,,,,,
